rram_preset,xbar_size,adc_choice,dac_num,xbar_polarity,sub_position,group_num,pe_num,tile_connection,inter_tile_bw,run_accuracy,enable_saf,enable_variation,enable_rratio,fixed_qrange,accuracy_target,latency_ns,energy_nj,area_um2,power_w,accuracy,run_id,trial_dir,algo,seed,eval_index,phase,elapsed_s,is_pareto,nn,dataset_module,weights_path,base_config_path,device,space_profile,dataset_signature
P1,128x128,6,128,2,1,1,2x2,2,80,1,1,1,0,0,0.88,3884383.145814948,3787740.2723677782,3083612557.758293,432.8685861873989,0.91015625,run_20260409_220350,matrixcsv_seed42,matrixcsv,42,4,matrix_B,482.88261914253235,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,0,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,5802139.1135352645,1005166571.3802105,57.43931540250036,0.9326171875,run_20260409_220350,matrixcsv_seed42,matrixcsv,42,5,matrix_B,159.11736297607422,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,3193060.1506895665,1006013853.5562103,29.559223145690417,0.9365234375,run_20260409_220350,matrixcsv_seed42,matrixcsv,42,6,matrix_B,159.34929704666138,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,128,2,0,1,2x2,2,80,1,1,1,0,0,0.88,4761170.464182462,1912910.9359328174,1005056583.1245512,58.30707701478249,0.93359375,run_20260409_220350,matrixcsv_seed42,matrixcsv,42,7,matrix_B,155.60741710662842,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,128,2,1,1,2x2,2,80,1,1,1,0,0,0.88,4761170.464182462,1248300.8586948751,1005903865.3005512,30.12938593901255,0.9287109375,run_20260409_220350,matrixcsv_seed42,matrixcsv,42,8,matrix_B,155.43646383285522,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,128x128,6,32,2,0,1,2x2,2,80,1,1,1,0,0,0.88,4430024.989793121,17054874.0659343,3083014542.653233,838.9382624293112,0.921875,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,1,matrix_B,503.07742071151733,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,128x128,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,4430024.989793121,9447367.799596138,3083014542.653233,428.90037651148873,0.92578125,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,2,matrix_B,501.67359495162964,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,128x128,6,128,2,0,1,2x2,2,80,1,1,1,0,0,0.88,3884383.145814948,5735710.703200261,3083612557.758293,845.1078199484215,0.884765625,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,3,matrix_B,510.5535089969635,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,128x128,6,128,2,1,1,2x2,2,80,1,1,1,0,0,0.88,3884383.145814948,3787740.2723677782,3083612557.758293,432.8685861873989,0.91796875,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,4,matrix_B,510.23423886299133,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,0,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,5802139.1135352645,1005166571.3802105,57.43931540250036,0.9111328125,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,5,matrix_B,166.89487719535828,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,3193060.1506895665,1006013853.5562103,29.559223145690417,0.9228515625,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,6,matrix_B,166.20959210395813,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,128,2,0,1,2x2,2,80,1,1,1,0,0,0.88,4761170.464182462,1912910.9359328174,1005056583.1245512,58.30707701478249,0.916015625,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,7,matrix_B,164.21395921707153,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,128,2,1,1,2x2,2,80,1,1,1,0,0,0.88,4761170.464182462,1248300.8586948751,1005903865.3005512,30.12938593901255,0.9111328125,run_20260409_223257,matrixcsv_seed42,matrixcsv,42,8,matrix_B,163.47110390663147,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P3,128x128,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,4430024.989793121,9447367.799596138,3083014542.653233,428.90037651148873,0.7275390625,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,1,matrix_D,498.01661682128906,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P3,128x128,7,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,4001328.28973039,4796870.650564138,2377632142.653233,259.8430965114888,0.828125,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,2,matrix_D,497.32161378860474,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P3,512x512,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,3193060.1506895665,1006013853.5562103,29.559223145690417,0.791015625,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,3,matrix_D,163.46270489692688,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P3,512x512,7,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5437350.214330991,1608248.0024651666,885898653.5562104,18.072503145690415,0.884765625,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,4,matrix_D,164.14041709899902,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P4,128x128,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,4430024.989793121,9444269.031356104,3083014542.653233,428.5059202778888,0.349609375,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,5,matrix_D,485.44289994239807,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P4,128x128,7,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,4001328.28973039,4793771.882324104,2377632142.653233,259.4486402778888,0.263671875,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,6,matrix_D,491.485228061676,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P4,512x512,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,3190933.049627509,1006013853.5562103,29.50589685761042,0.1650390625,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,7,matrix_D,159.67726111412048,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P4,512x512,7,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5437350.214330991,1606120.9014031086,885898653.5562104,18.019176857610418,0.50390625,run_20260409_230142,matrixcsv_seed42,matrixcsv,42,8,matrix_D,158.639466047287,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,2x2,2,40,1,1,1,0,0,0.88,6228147.0533935,3193060.1506895665,1006013853.5562103,29.559223145690417,0.9306640625,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,1,matrix_C,180.46321988105774,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,3193060.1506895665,1006013853.5562103,29.559223145690417,0.92578125,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,2,matrix_C,181.33688378334045,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,2x2,3,40,1,1,1,0,0,0.88,6366909.453393695,3193060.1506895665,1006013853.5562103,29.559223145690417,0.923828125,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,3,matrix_C,168.32468819618225,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,2x2,3,80,1,1,1,0,0,0.88,6067169.053393581,3193060.1506895665,1006013853.5562103,29.559223145690417,0.9248046875,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,4,matrix_C,167.9377269744873,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,4x4,2,40,1,1,1,0,0,0.88,17678932.569409482,5309737.221154697,1214711702.6426022,31.531321697326867,0.9306640625,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,5,matrix_C,163.12361598014832,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,4x4,2,80,1,1,1,0,0,0.88,17346484.969408944,5309737.221154697,1214711702.6426022,31.531321697326867,0.919921875,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,6,matrix_C,163.609787940979,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,4x4,3,40,1,1,1,0,0,0.88,18249685.76940889,5309737.221154697,1214711702.6426022,31.531321697326867,0.92578125,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,7,matrix_C,161.94435095787048,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P1,512x512,6,32,2,1,1,4x4,3,80,1,1,1,0,0,0.88,17634690.569409214,5309737.221154697,1214711702.6426022,31.531321697326867,0.9189453125,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,8,matrix_C,162.25177884101868,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,2x2,2,40,1,1,1,0,0,0.88,6228147.0533935,3193060.1506895665,1006013853.5562103,29.559223145690417,0.9326171875,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,9,matrix_C,160.83439087867737,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,2x2,2,80,1,1,1,0,0,0.88,5997133.2533934815,3193060.1506895665,1006013853.5562103,29.559223145690417,0.93359375,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,10,matrix_C,161.37953209877014,1,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,2x2,3,40,1,1,1,0,0,0.88,6366909.453393695,3193060.1506895665,1006013853.5562103,29.559223145690417,0.931640625,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,11,matrix_C,164.02387809753418,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,2x2,3,80,1,1,1,0,0,0.88,6067169.053393581,3193060.1506895665,1006013853.5562103,29.559223145690417,0.9345703125,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,12,matrix_C,163.78510284423828,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,4x4,2,40,1,1,1,0,0,0.88,17678932.569409482,5309737.221154697,1214711702.6426022,31.531321697326867,0.931640625,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,13,matrix_C,164.35575199127197,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,4x4,2,80,1,1,1,0,0,0.88,17346484.969408944,5309737.221154697,1214711702.6426022,31.531321697326867,0.919921875,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,14,matrix_C,165.27118182182312,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,4x4,3,40,1,1,1,0,0,0.88,18249685.76940889,5309737.221154697,1214711702.6426022,31.531321697326867,0.9150390625,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,15,matrix_C,165.2998058795929,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
P2,512x512,6,32,2,1,1,4x4,3,80,1,1,1,0,0,0.88,17634690.569409214,5309737.221154697,1214711702.6426022,31.531321697326867,0.9248046875,run_20260410_115450,matrixcsv_seed42,matrixcsv,42,16,matrix_C,165.47925186157227,0,vgg8,MNSIM.Interface.cifar10,/Users/bytedance/workspace/MNSIM-2.0/cifar10_vgg8_params.pth,/Users/bytedance/workspace/MNSIM-2.0/SimConfig.ini,mps,rram_v2,0c8d25acb84e
